product_id,product_name,category,subcategory,brand,price,cost_price,discount_range,rating_average,rating_count,stock_quantity,product_launch_date,product_type,return_rate_baseline
PROD10174,"Prakash, Ultra Storage & Container",Home & Kitchen,Storage & Containers,"Prakash,",4200.0,3074.49,0-15%,4.3,166,1314,2025-02-02,Premium,0.1016
PROD10175,"Dugar, Everyday Formal Shoe",Footwear,Formal Shoes,"Dugar,",670.0,410.14,25-40%,4.5,92,2630,2023-11-25,Standard,0.2056
PROD10176,Gola Advanced Smartwatche,Electronics,Smartwatches,Gola,7740.0,6891.69,10-25%,4.4,377,997,2024-06-03,Premium,0.0872
PROD10177,"Murthy, Everyday Dinnerware",Home & Kitchen,Dinnerware,"Murthy,",6330.0,4526.62,10-25%,3.5,215,2627,2024-05-25,Premium,0.0748
PROD10178,Zacharia Advanced Car Care,Automotive Accessories,Car Care,Zacharia,1220.0,952.87,0-15%,5.0,21,239,2024-02-02,Standard,0.0432
PROD10179,Chander Compact Smartphone,Electronics,Smartphones,Chander,3910.0,3457.34,15-30%,5.0,114,1540,2025-03-16,Exclusive,0.076
PROD10180,"Nair, Essential Air Conditioner",Appliances,Air Conditioners,"Nair,",7760.0,6900.5,15-30%,3.8,99,939,2023-09-14,Standard,0.1147
PROD10181,Amble Essential Yoga,Sports,Yoga,Amble,1600.0,1154.46,25-40%,4.2,175,282,2024-05-24,Standard,0.0382
PROD10182,Sen Premium Laptop,Electronics,Laptops,Sen,27610.0,25040.67,30-45%,3.3,58,1003,2024-04-23,Standard,0.0568
PROD10183,Boase-Mallick Signature Action Figure,Toys,Action Figures,Boase-Mallick,850.0,544.57,20-35%,4.5,21,2609,2023-08-10,Standard,0.0862
PROD10184,Barad-Singhal Ultra Pet Food,Pet Supplies,Pet Food,Barad-Singhal,1160.0,819.41,15-30%,4.2,9,394,2023-04-03,Budget,0.0378
PROD10185,"Mistry, Everyday Makeup",Beauty,Makeup,"Mistry,",550.0,331.69,20-35%,3.7,34,1976,2025-01-30,Standard,0.0444
PROD10186,Gupta-Chandra Pro Storage,Furniture,Storage,Gupta-Chandra,7450.0,5989.26,30-45%,3.5,47,2511,2023-04-22,Standard,0.1119
PROD10187,Kapoor Classic Grooming,Personal Care,Grooming,Kapoor,130.0,87.21,5-20%,4.8,255,2770,2023-12-11,Standard,0.0383
PROD10188,Karpe Pro Soft Toy,Toys,Soft Toys,Karpe,3440.0,2216.61,0-15%,4.7,5,38,2025-09-21,Standard,0.0862
PROD10189,Merchant-Datta Everyday Winter Wear,Fashion,Winter Wear,Merchant-Datta,1290.0,725.23,10-25%,4.4,23,2027,2025-08-09,Standard,0.1939
PROD10190,Kar-Issac Essential Staple,Grocery,Staples,Kar-Issac,320.0,254.06,15-30%,4.1,18,2368,2024-08-28,Standard,0.0093
PROD10191,Barad-Singhal Pro Living Room,Furniture,Living Room,Barad-Singhal,4310.0,3335.31,10-25%,3.5,5,2539,2024-05-02,Premium,0.0998
PROD10192,Acharya-Modi Compact Ayurveda,Health & Wellness,Ayurveda,Acharya-Modi,590.0,440.91,0-15%,4.1,260,1808,2025-11-17,Standard,0.0304
PROD10193,Gola Signature Board Game,Toys,Board Games,Gola,650.0,415.97,25-40%,4.3,124,1900,2025-06-14,Budget,0.0803
PROD10194,Boase-Narayanan Ultra Speaker,Electronics,Speakers,Boase-Narayanan,8130.0,6833.41,5-20%,3.6,36,1067,2023-04-30,Standard,0.0442
PROD10195,"Lall, Basic Fragrance",Beauty,Fragrances,"Lall,",1130.0,688.12,25-40%,,10,265,2025-03-03,Premium,0.0414
PROD10196,Dutta-Chokshi Deluxe Fans & Cooler,Appliances,Fans & Coolers,Dutta-Chokshi,25660.0,21006.86,30-45%,4.2,56,1874,2025-01-30,Standard,0.0624
PROD10197,Borra Compact Action Figure,Toys,Action Figures,Borra,2970.0,2112.72,5-20%,4.0,2,909,2023-03-21,Standard,0.1018
PROD10198,"Solanki, Deluxe Dairy",Grocery,Dairy,"Solanki,",380.0,327.78,0-15%,4.4,54,2585,2025-11-05,Premium,0.0066
PROD10199,Pant-Kadakia Basic Soft Toy,Toys,Soft Toys,Pant-Kadakia,510.0,374.76,0-15%,4.2,57,1874,2025-09-15,Premium,0.0858
PROD10200,"Khanna, Deluxe Sports Shoe",Footwear,Sports Shoes,"Khanna,",1960.0,1209.22,10-25%,3.7,24,2770,2023-07-07,Budget,0.1367
PROD10201,Sood Compact Headphone,Electronics,Headphones,Sood,6830.0,5916.96,15-30%,3.9,34,1720,2025-07-05,Exclusive,0.0733
PROD10202,Sidhu-Wadhwa Pro Men's Topwear,Fashion,Men's Topwear,Sidhu-Wadhwa,2300.0,1367.0,10-25%,3.6,125,698,2023-07-14,Budget,0.1497
PROD10203,"Mistry, Basic Large Appliance",Appliances,Large Appliances,"Mistry,",12420.0,10704.19,0-15%,4.1,1266,2735,2024-10-26,Premium,0.0943
PROD10204,Dara-Kota Classic Snack,Grocery,Snacks,Dara-Kota,520.0,449.59,30-45%,4.0,17,1538,2024-01-11,Standard,0.0083
PROD10205,"Lala, Smart Children's Book",Books,Children's Books,"Lala,",150.0,112.55,5-20%,3.4,131,2498,2023-09-22,Standard,0.0191
PROD10206,Bajwa Ultra Grooming,Personal Care,Grooming,Bajwa,970.0,657.35,25-40%,4.8,3,2652,2024-08-20,Standard,0.031
PROD10207,"Iyer, Ultra Men's Topwear",Fashion,Men's Topwear,"Iyer,",930.0,511.68,20-35%,4.1,141,620,2023-05-10,Standard,0.1845
PROD10208,Goda Basic Children's Book,Books,Children's Books,Goda,1050.0,859.16,5-20%,2.9,19,758,2024-03-06,Standard,0.0106
PROD10209,Kohli-Divan Ultra Backpack,Bags,Backpacks,Kohli-Divan,610.0,369.04,15-30%,3.8,139,2666,2025-03-19,Premium,0.1356
PROD10210,Kapoor Smart Power Bank,Mobile Accessories,Power Banks,Kapoor,610.0,430.38,30-45%,4.3,293,1846,2025-09-20,Exclusive,0.0494
PROD10211,D’Alia-Chhabra Ultra Storage & Container,Home & Kitchen,Storage & Containers,D’Alia-Chhabra,480.0,362.83,25-40%,4.1,512,1632,2024-07-29,Standard,0.078
PROD10212,Gara-Chad Signature Electronic Instrument,Musical Instruments,Electronic Instruments,Gara-Chad,8230.0,6502.16,25-40%,4.1,19,2654,2024-06-03,Budget,0.0707
PROD10213,"Lanka, Essential Cable",Mobile Accessories,Cables,"Lanka,",340.0,224.87,15-30%,4.5,10,1474,2023-11-15,Standard,0.0777
PROD10214,"Ray, Everyday Yoga",Sports,Yoga,"Ray,",380.0,254.23,0-15%,4.6,63,2852,2023-08-02,Premium,0.0498
PROD10215,D’Alia-Chhabra Smart Men's Topwear,Fashion,Men's Topwear,D’Alia-Chhabra,4460.0,2799.51,0-15%,3.7,42,2849,2025-02-14,Standard,0.1183
PROD10216,Nath Basic Winter Wear,Fashion,Winter Wear,Nath,390.0,216.4,5-20%,3.7,236,2188,2025-11-06,Standard,0.1423
PROD10217,Bajwa Pro Snack,Grocery,Snacks,Bajwa,180.0,145.57,0-15%,3.2,54,368,2023-12-16,Standard,0.0086
PROD10218,Kade-Sani Premium Comic,Books,Comics,Kade-Sani,590.0,455.21,30-45%,3.9,112,1214,2024-03-14,Standard,0.014
PROD10219,Shan Signature Women's Western Wear,Fashion,Women's Western Wear,Shan,400.0,239.7,25-40%,4.6,14,434,2023-01-20,Premium,0.1566
PROD10220,"Konda, Advanced Men's Casual",Footwear,Men's Casual,"Konda,",1570.0,1011.14,20-35%,3.8,46,2796,2025-06-29,Exclusive,0.2031
PROD10221,Bhatt-Rajan Everyday Fragrance,Beauty,Fragrances,Bhatt-Rajan,740.0,497.69,30-45%,4.1,83,1702,2025-05-22,Standard,0.048
PROD10222,"Lalla, Deluxe Women's Ethnic Wear",Fashion,Women's Ethnic Wear,"Lalla,",370.0,223.73,30-45%,3.4,10,1465,2024-03-21,Premium,0.1784
PROD10223,Grewal Essential Bath & Body,Personal Care,Bath & Body,Grewal,230.0,160.88,30-45%,3.7,16,1148,2024-12-12,Standard,0.0349
PROD10224,Grewal Smart Power Bank,Mobile Accessories,Power Banks,Grewal,1200.0,799.93,0-15%,3.2,55,2422,2023-09-12,Standard,0.0608
PROD10225,"Chaudhari, Ultra Fragrance",Beauty,Fragrances,"Chaudhari,",220.0,140.98,0-15%,3.8,305,473,2024-07-17,Premium,0.0689
PROD10226,"Loke, Everyday Bath & Body",Personal Care,Bath & Body,"Loke,",290.0,186.09,20-35%,4.1,125,1553,2023-05-05,Budget,0.0233
PROD10227,Kala-Vaidya Premium Men's Casual,Footwear,Men's Casual,Kala-Vaidya,4690.0,3031.7,30-45%,4.3,21,1482,2025-12-27,Standard,0.2347
PROD10228,Amble Advanced Art Supplie,Stationery,Art Supplies,Amble,840.0,574.73,10-25%,4.5,136,533,2025-05-17,Standard,0.0254
PROD10229,Chanda Premium Staple,Grocery,Staples,Chanda,1770.0,1498.43,15-30%,3.9,12,42,2023-10-16,Standard,0.0139
PROD10230,"Sampath, Premium Snack",Grocery,Snacks,"Sampath,",100.0,86.83,10-25%,3.5,163,2122,2024-07-25,Standard,0.0134
PROD10231,Setty Essential Formal Shoe,Footwear,Formal Shoes,Setty,5470.0,3233.02,0-15%,3.9,1018,2526,2023-10-11,Standard,0.2027
PROD10232,Boase-Mallick Advanced Cable,Mobile Accessories,Cables,Boase-Mallick,1420.0,911.26,25-40%,3.9,8,56,2025-03-07,Budget,0.0508
PROD10233,Soman Essential Cookware,Home & Kitchen,Cookware,Soman,3440.0,2676.46,5-20%,4.3,170,1559,2025-05-01,Standard,0.0772
PROD10234,"Bhagat, Smart Bath & Body",Personal Care,Bath & Body,"Bhagat,",220.0,151.9,10-25%,4.0,34,45,2023-04-20,Exclusive,0.0323
PROD10235,"Yohannan, Pro String Instrument",Musical Instruments,String Instruments,"Yohannan,",1480.0,1066.02,10-25%,3.9,31,1600,2024-09-19,Budget,0.076
PROD10236,Shanker-Dhar Signature Headphone,Electronics,Headphones,Shanker-Dhar,7460.0,6152.68,5-20%,3.8,1101,2382,2025-12-03,Premium,0.0593
PROD10237,Kalla-Bhardwaj Signature Educational Toy,Toys,Educational Toys,Kalla-Bhardwaj,1200.0,866.01,30-45%,4.0,54,2476,2024-04-08,Premium,0.0931
PROD10238,"Kade, Basic Dairy",Grocery,Dairy,"Kade,",1360.0,1122.04,20-35%,3.5,35,749,2025-02-16,Standard,0.0103
PROD10239,Pant-Kadakia Signature Handbag,Bags,Handbags,Pant-Kadakia,1870.0,1266.86,5-20%,4.0,98,2580,2023-01-09,Standard,0.0939
PROD10240,Gupta-Chandra Classic Filing & Storage,Office Supplies,Filing & Storage,Gupta-Chandra,240.0,186.12,10-25%,3.4,22,129,2024-10-26,Exclusive,0.0319
PROD10241,Thaman-Sandhu Classic Phone Case,Mobile Accessories,Phone Cases,Thaman-Sandhu,160.0,111.38,5-20%,3.6,4,2369,2023-02-23,Standard,0.0494
PROD10242,Murthy Compact Educational Toy,Toys,Educational Toys,Murthy,1230.0,796.04,30-45%,3.9,123,281,2023-07-14,Standard,0.0998
PROD10243,Palla Classic Power Bank,Mobile Accessories,Power Banks,Palla,440.0,303.71,15-30%,4.8,3,2429,2025-03-18,Standard,0.0731
PROD10244,"Virk, Premium Grooming",Personal Care,Grooming,"Virk,",150.0,97.82,30-45%,4.2,35,2371,2023-12-20,Standard,0.0268
PROD10245,"Saraf, Classic Ayurveda",Health & Wellness,Ayurveda,"Saraf,",1130.0,795.05,30-45%,4.5,35,2139,2025-01-28,Standard,0.0285
PROD10246,"Chaudhry, Advanced Smartwatche",Electronics,Smartwatches,"Chaudhry,",66050.0,56667.83,25-40%,3.7,1120,2867,2025-10-21,Premium,0.0901
PROD10247,Setty Ultra Baby Food,Baby Care,Baby Food,Setty,370.0,281.67,25-40%,4.4,225,2612,2023-11-02,Standard,0.0522
PROD10248,Salvi Advanced Dinnerware,Home & Kitchen,Dinnerware,Salvi,230.0,167.76,5-20%,4.1,50,2334,2025-04-27,Premium,0.0712
PROD10249,"Nagy, Everyday Headphone",Electronics,Headphones,"Nagy,",19840.0,16490.64,15-30%,3.8,46,2092,2025-06-21,Standard,0.0775
PROD10250,"Ray, Basic Women's Western Wear",Fashion,Women's Western Wear,"Ray,",800.0,481.15,0-15%,4.0,52,793,2024-04-12,Standard,0.1576
PROD10251,"Dugar, Essential Travel Bag",Bags,Travel Bags,"Dugar,",2800.0,1756.29,10-25%,3.6,39,2025,2025-09-11,Budget,0.1183
PROD10252,Madan-Kanda Deluxe Speaker,Electronics,Speakers,Madan-Kanda,14080.0,12218.96,15-30%,3.9,71,1129,2025-05-22,Standard,0.0824
PROD10253,Gupta-Chandra Everyday Children's Book,Books,Children's Books,Gupta-Chandra,420.0,310.03,20-35%,4.1,94,2781,2025-11-23,Standard,0.0214
PROD10254,"Mittal, Smart Screen Guard",Mobile Accessories,Screen Guards,"Mittal,",620.0,452.73,10-25%,4.2,93,692,2025-08-07,Standard,0.0459
PROD10255,Vaidya-D’Alia Smart Fitness Equipment,Sports,Fitness Equipment,Vaidya-D’Alia,570.0,375.87,0-15%,4.3,576,1527,2024-03-12,Exclusive,0.0494
PROD10256,"Lanka, Essential Laptop",Electronics,Laptops,"Lanka,",6130.0,5060.14,25-40%,4.7,20,2457,2023-09-09,Standard,0.0869
PROD10257,Nori-Chopra Smart Headphone,Electronics,Headphones,Nori-Chopra,46260.0,40247.36,25-40%,3.9,48,125,2023-04-08,Standard,0.0598
PROD10258,Wali-Nadig Basic Bath & Body,Personal Care,Bath & Body,Wali-Nadig,1500.0,986.76,15-30%,4.3,464,648,2023-12-14,Standard,0.0428
PROD10259,Kar-Issac Premium Storage & Container,Home & Kitchen,Storage & Containers,Kar-Issac,7310.0,5661.03,5-20%,4.0,17,800,2024-02-17,Exclusive,0.0667
PROD10260,"Sunder, Classic Bedding",Home & Kitchen,Bedding,"Sunder,",200.0,141.4,20-35%,4.5,16,285,2024-10-12,Standard,0.058
PROD10261,"Lala, Everyday Pens & Pencil",Stationery,Pens & Pencils,"Lala,",620.0,442.92,30-45%,4.4,74,1811,2023-06-27,Standard,0.0246
PROD10262,Boase-Mallick Advanced Action Figure,Toys,Action Figures,Boase-Mallick,530.0,346.85,20-35%,3.9,118,961,2023-01-28,Standard,0.0898
PROD10263,Sabharwal-Kothari Premium Wallet,Bags,Wallets,Sabharwal-Kothari,1970.0,1259.59,20-35%,4.1,45,1569,2025-04-19,Budget,0.1052
PROD10264,Gala Essential Pet Food,Pet Supplies,Pet Food,Gala,770.0,571.99,25-40%,4.3,74,1286,2024-01-06,Premium,0.0496
PROD10265,Gupta-Chandra Deluxe Sandals & Flip Flop,Footwear,Sandals & Flip Flops,Gupta-Chandra,1670.0,1108.35,30-45%,3.9,20,1996,2023-06-26,Standard,0.1541
PROD10266,Palla Everyday Packaged Food,Grocery,Packaged Food,Palla,50.0,40.83,10-25%,3.7,137,93,2024-07-06,Premium,0.0076
PROD10267,Morar Basic Art Supplie,Stationery,Art Supplies,Morar,1000.0,713.76,25-40%,4.5,204,712,2024-07-02,Standard,0.0264
PROD10268,"Bir, Smart Screen Guard",Mobile Accessories,Screen Guards,"Bir,",1170.0,847.03,10-25%,4.1,172,1200,2025-04-19,Premium,0.0447
PROD10269,Barad-Singhal Deluxe Grooming,Personal Care,Grooming,Barad-Singhal,180.0,120.46,10-25%,3.6,379,1153,2025-11-18,Budget,0.0381
PROD10270,Roy-Sibal Essential Yoga,Sports,Yoga,Roy-Sibal,5810.0,4123.37,5-20%,3.9,27,2850,2025-02-01,Premium,0.0565
PROD10271,Dave Smart Staple,Grocery,Staples,Dave,1440.0,1195.01,15-30%,4.6,68,2049,2023-08-05,Standard,0.0107
PROD10272,"Nagy, Basic Oral Care",Personal Care,Oral Care,"Nagy,",1090.0,713.26,5-20%,4.8,175,130,2025-12-14,Standard,0.0404
PROD10273,Dave Essential Large Appliance,Appliances,Large Appliances,Dave,4120.0,3210.33,10-25%,4.7,33,2606,2023-06-07,Budget,0.0848
PROD10274,Borra Basic Sandals & Flip Flop,Footwear,Sandals & Flip Flops,Borra,460.0,309.34,30-45%,4.1,3,1732,2023-06-26,Standard,0.2078
PROD10275,Ghosh-Mitra Signature Bedding,Home & Kitchen,Bedding,Ghosh-Mitra,1270.0,870.56,5-20%,3.8,4,1870,2025-02-01,Budget,0.0929
PROD10276,Bhatti-Kakar Essential Ayurveda,Health & Wellness,Ayurveda,Bhatti-Kakar,560.0,387.79,30-45%,4.0,4,1780,2024-11-03,Standard,0.0299
PROD10277,"Bhargava, Smart Air Conditioner",Appliances,Air Conditioners,"Bhargava,",3950.0,3304.78,25-40%,3.3,15,11,2023-10-27,Standard,0.092
PROD10278,Mangal-Sampath Premium Snack,Grocery,Snacks,Mangal-Sampath,1060.0,855.24,20-35%,3.8,24,425,2024-07-06,Budget,0.0105
PROD10279,Kade-Sani Pro Grooming,Personal Care,Grooming,Kade-Sani,1070.0,714.84,10-25%,4.1,231,1416,2025-09-25,Standard,0.0243
PROD10280,Parmer Premium Ayurveda,Health & Wellness,Ayurveda,Parmer,460.0,331.01,15-30%,3.9,206,2930,2023-09-20,Standard,0.0287
PROD10281,Kala-Rattan Basic Kids Wear,Fashion,Kids Wear,Kala-Rattan,3920.0,2128.19,30-45%,3.8,117,1500,2023-09-15,Budget,0.1409
PROD10282,"Saraf, Classic Dinnerware",Home & Kitchen,Dinnerware,"Saraf,",5820.0,4569.74,15-30%,3.7,80,1028,2025-01-04,Premium,0.0407
PROD10283,"Hayer, Deluxe Skincare",Beauty,Skincare,"Hayer,",730.0,457.1,30-45%,4.0,19,593,2024-04-28,Budget,0.0465
PROD10284,Upadhyay-Ratta Everyday Sandals & Flip Flop,Footwear,Sandals & Flip Flops,Upadhyay-Ratta,2710.0,1639.56,20-35%,3.7,21,1283,2024-11-24,Standard,0.1912
PROD10285,Brar Premium Men's Bottomwear,Fashion,Men's Bottomwear,Brar,370.0,202.45,30-45%,5.0,48,1990,2024-08-31,Standard,0.1641
PROD10286,Upadhyay-Ratta Classic Men's Bottomwear,Fashion,Men's Bottomwear,Upadhyay-Ratta,1500.0,818.61,0-15%,4.9,5,808,2025-11-04,Budget,0.2173
PROD10287,Behl-Chanda Everyday Backpack,Bags,Backpacks,Behl-Chanda,2060.0,1389.14,5-20%,2.9,24,2006,2023-10-18,Premium,0.0883
PROD10288,Kohli-Divan Advanced Printer,Office Supplies,Printers,Kohli-Divan,140.0,113.94,5-20%,3.9,15,1907,2025-08-09,Exclusive,0.0322
PROD10289,Memon Pro Backpack,Bags,Backpacks,Memon,1530.0,896.11,5-20%,3.9,81,666,2024-07-05,Standard,0.136
PROD10290,Mangal-Sampath Classic Comic,Books,Comics,Mangal-Sampath,380.0,280.49,30-45%,4.0,23,2485,2024-08-25,Budget,0.0254
PROD10291,"Rastogi, Compact Dinnerware",Home & Kitchen,Dinnerware,"Rastogi,",330.0,259.79,5-20%,3.3,35,2793,2023-10-09,Budget,0.063
PROD10292,Wali-Nadig Signature Home Decor,Home & Kitchen,Home Decor,Wali-Nadig,5180.0,3929.65,0-15%,4.5,44,216,2025-03-17,Premium,0.0648
PROD10293,Salvi Ultra Diaper,Baby Care,Diapers,Salvi,2250.0,1645.93,20-35%,4.2,46,1637,2024-11-29,Standard,0.0552
PROD10294,Gola Deluxe Soft Toy,Toys,Soft Toys,Gola,660.0,443.1,5-20%,3.7,158,1747,2023-08-13,Budget,0.1247
PROD10295,Parmar Deluxe Medical Device,Health & Wellness,Medical Devices,Parmar,340.0,236.82,20-35%,4.1,28,162,2024-03-19,Standard,0.0249
PROD10296,"Boase, Signature Medical Device",Health & Wellness,Medical Devices,"Boase,",210.0,145.19,0-15%,3.4,8,2464,2023-02-09,Standard,0.0258
PROD10297,"Prakash, Advanced Skincare",Beauty,Skincare,"Prakash,",170.0,115.94,25-40%,3.8,126,2341,2025-02-25,Standard,0.0438
PROD10298,Handa Advanced Diaper,Baby Care,Diapers,Handa,2210.0,1519.92,15-30%,4.0,92,1161,2023-03-10,Standard,0.0616
PROD10299,"Lall, Essential Charger",Mobile Accessories,Chargers,"Lall,",490.0,327.42,20-35%,4.2,54,2444,2024-01-19,Standard,0.0533
PROD10300,Keer Classic Oral Care,Personal Care,Oral Care,Keer,330.0,233.09,20-35%,5.0,11,2754,2024-06-17,Standard,0.0299
PROD10301,"Choudhury, Ultra Laptop",Electronics,Laptops,"Choudhury,",32070.0,27803.68,30-45%,4.2,273,918,2025-05-01,Standard,0.1041
PROD10302,Wali-Nadig Everyday Children's Book,Books,Children's Books,Wali-Nadig,780.0,572.01,5-20%,3.6,23,1118,2023-05-14,Exclusive,0.0218
PROD10303,"Sami, Essential Men's Bottomwear",Fashion,Men's Bottomwear,"Sami,",2120.0,1312.93,0-15%,2.8,16,236,2025-07-11,Premium,0.1712
PROD10304,Chander Basic Haircare,Beauty,Haircare,Chander,2940.0,1925.57,20-35%,3.8,460,19,2024-06-05,Standard,0.0453
PROD10305,Patla-Gaba Advanced Soft Toy,Toys,Soft Toys,Patla-Gaba,960.0,608.83,5-20%,4.3,156,2026,2023-03-29,Standard,0.0971
PROD10306,Handa Advanced Laptop,Electronics,Laptops,Handa,76020.0,68974.96,0-15%,4.3,93,2809,2023-10-24,Standard,0.0285
PROD10307,Gandhi-Lanka Ultra Screen Guard,Mobile Accessories,Screen Guards,Gandhi-Lanka,1270.0,849.38,30-45%,4.2,1,1916,2023-03-15,Standard,0.0453
PROD10308,Gara-Chad Essential Cookware,Home & Kitchen,Cookware,Gara-Chad,1050.0,721.34,25-40%,4.2,66,2832,2025-11-16,Standard,0.0646
PROD10309,"Sen, Pro Snack",Grocery,Snacks,"Sen,",370.0,292.52,0-15%,3.9,30,40,2024-10-22,Standard,0.0098
PROD10310,"Boase, Pro Men's Topwear",Fashion,Men's Topwear,"Boase,",430.0,264.81,25-40%,3.2,39,1998,2025-10-10,Budget,0.1236
PROD10311,Wali-Nadig Basic Beverage,Grocery,Beverages,Wali-Nadig,600.0,496.08,0-15%,3.5,97,1697,2024-10-13,Standard,0.0118
PROD10312,Ray Everyday Packaged Food,Grocery,Packaged Food,Ray,350.0,269.78,5-20%,4.8,90,2562,2024-04-04,Standard,0.0122
PROD10313,Bajwa Basic Cookware,Home & Kitchen,Cookware,Bajwa,1650.0,1135.63,15-30%,3.5,23,1496,2023-11-11,Standard,0.0633
PROD10314,Nath Deluxe Phone Case,Mobile Accessories,Phone Cases,Nath,290.0,189.2,5-20%,3.4,73,2047,2023-03-22,Budget,0.0856
PROD10315,Kala-Vaidya Everyday Medical Device,Health & Wellness,Medical Devices,Kala-Vaidya,510.0,351.73,0-15%,4.1,44,2064,2025-09-20,Standard,0.0432
PROD10316,"Loke, Signature Office Stationery",Stationery,Office Stationery,"Loke,",310.0,226.76,10-25%,4.7,294,938,2025-03-29,Standard,0.0142
PROD10317,"Krish, Basic Men's Topwear",Fashion,Men's Topwear,"Krish,",410.0,239.98,30-45%,3.8,203,2749,2024-03-21,Standard,0.1733
PROD10318,Roy-Sibal Premium Baby Food,Baby Care,Baby Food,Roy-Sibal,440.0,314.52,10-25%,3.2,55,2518,2024-06-05,Exclusive,0.0563
PROD10319,"Bhargava, Advanced Staple",Grocery,Staples,"Bhargava,",100.0,81.39,25-40%,3.8,27,2233,2023-02-17,Exclusive,0.0092
PROD10320,"Shetty, Premium Digital Watche",Watches,Digital Watches,"Shetty,",510.0,359.08,15-30%,3.7,122,1006,2025-02-11,Premium,0.0758
PROD10321,"Sen, Signature Grooming",Personal Care,Grooming,"Sen,",1340.0,857.97,20-35%,3.7,4,264,2023-10-11,Standard,0.0349
PROD10322,Naik Everyday Notebook,Stationery,Notebooks,Naik,140.0,100.4,0-15%,3.6,1075,368,2024-04-29,Standard,0.0269
PROD10323,"Chaudhari, Pro Storage",Furniture,Storage,"Chaudhari,",19270.0,14227.85,0-15%,3.9,53,1255,2025-04-26,Standard,0.0888
PROD10324,"Ray, Advanced Packaged Food",Grocery,Packaged Food,"Ray,",100.0,80.84,25-40%,3.8,68,108,2024-12-23,Standard,0.0096
PROD10325,"Nair, Everyday Sandals & Flip Flop",Footwear,Sandals & Flip Flops,"Nair,",740.0,478.55,20-35%,3.9,63,1625,2025-05-08,Budget,0.1843
PROD10326,"Lala, Smart Haircare",Beauty,Haircare,"Lala,",870.0,545.5,10-25%,4.3,23,2891,2023-10-01,Standard,0.0656
PROD10327,"Murty, Pro Sports Shoe",Footwear,Sports Shoes,"Murty,",930.0,614.82,30-45%,4.0,664,1175,2023-11-07,Budget,0.1962
PROD10328,"Sane, Basic Storage & Container",Home & Kitchen,Storage & Containers,"Sane,",9150.0,6826.38,10-25%,4.1,57,2171,2025-11-24,Standard,0.0836
PROD10329,Ray Advanced Fragrance,Beauty,Fragrances,Ray,2280.0,1401.72,30-45%,2.8,56,2413,2023-04-20,Budget,0.0462
PROD10330,Varma-Nayak Premium Women's Western Wear,Fashion,Women's Western Wear,Varma-Nayak,370.0,201.44,5-20%,3.7,45,1441,2024-11-26,Standard,0.1193
PROD10331,Madan-Kanda Smart Home Decor,Home & Kitchen,Home Decor,Madan-Kanda,830.0,598.89,15-30%,4.1,114,1808,2025-09-16,Budget,0.0599
PROD10332,"Dugar, Classic Office Furniture",Furniture,Office Furniture,"Dugar,",37330.0,29182.68,25-40%,4.4,71,2081,2025-03-14,Premium,0.1192
PROD10333,"More, Premium Fans & Cooler",Appliances,Fans & Coolers,"More,",21190.0,17418.62,25-40%,5.0,305,1888,2024-10-28,Budget,0.1025
PROD10334,Mody-Kari Ultra Packaged Food,Grocery,Packaged Food,Mody-Kari,1000.0,827.12,0-15%,4.4,18,2347,2024-08-05,Standard,0.0091
PROD10335,"Sunder, Compact Pet Food",Pet Supplies,Pet Food,"Sunder,",1060.0,738.5,10-25%,4.4,441,989,2025-06-11,Standard,0.0381
PROD10336,Gupta-Kumar Advanced Bath & Body,Personal Care,Bath & Body,Gupta-Kumar,750.0,475.07,5-20%,4.0,13,124,2023-03-23,Standard,0.0201
PROD10337,"Dash, Essential Women's Western Wear",Fashion,Women's Western Wear,"Dash,",2290.0,1272.92,0-15%,3.7,4,1892,2025-10-30,Premium,0.1621
PROD10338,Varma-Nayak Pro Bath & Body,Personal Care,Bath & Body,Varma-Nayak,310.0,217.11,0-15%,4.6,11,2082,2023-06-04,Standard,0.0227
PROD10339,Goel Basic Headphone,Electronics,Headphones,Goel,12420.0,9931.12,30-45%,3.6,70,140,2024-01-11,Standard,0.0606
PROD10340,Upadhyay Premium Fragrance,Beauty,Fragrances,Upadhyay,330.0,213.29,30-45%,3.4,15,372,2024-05-31,Standard,0.0547
PROD10341,"Solanki, Basic Winter Wear",Fashion,Winter Wear,"Solanki,",1210.0,719.53,30-45%,3.8,1775,2630,2025-02-24,Standard,0.179
PROD10342,Kalla-Bhardwaj Compact Handbag,Bags,Handbags,Kalla-Bhardwaj,480.0,287.9,0-15%,3.9,13,1910,2023-09-05,Premium,0.0695
PROD10343,Keer Ultra Car Accessorie,Automotive Accessories,Car Accessories,Keer,200.0,157.46,5-20%,3.5,151,572,2024-06-06,Standard,0.0757
PROD10344,Amble Classic Supplement,Health & Wellness,Supplements,Amble,180.0,124.02,30-45%,3.6,32,43,2024-06-30,Budget,0.031
PROD10345,"Rastogi, Advanced Home Decor",Home & Kitchen,Home Decor,"Rastogi,",1110.0,851.78,20-35%,3.9,39,817,2025-11-04,Budget,0.0516
PROD10346,Gupta-Kumar Basic Cable,Mobile Accessories,Cables,Gupta-Kumar,450.0,318.8,10-25%,3.7,307,2060,2025-05-31,Standard,0.0737
PROD10347,"Murthy, Basic Beverage",Grocery,Beverages,"Murthy,",150.0,128.98,30-45%,3.9,118,2078,2023-01-23,Standard,0.0111
